AveExpr;Coef.T1LPSvsControl;Coef.T2HpylvsControl;Coef.T3AlwofvsControl;Coef.T2HpylvsT1LPS;Coef.T3AlwofvsT1LPS;Coef.T3AlwofvsT2Hpyl;t.T1LPSvsControl;t.T2HpylvsControl;t.T3AlwofvsControl;t.T2HpylvsT1LPS;t.T3AlwofvsT1LPS;t.T3AlwofvsT2Hpyl;P.value.T1LPSvsControl;P.value.T2HpylvsControl;P.value.T3AlwofvsControl;P.value.T2HpylvsT1LPS;P.value.T3AlwofvsT1LPS;P.value.T3AlwofvsT2Hpyl;P.value.adj.T1LPSvsControl;P.value.adj.T2HpylvsControl;P.value.adj.T3AlwofvsControl;P.value.adj.T2HpylvsT1LPS;P.value.adj.T3AlwofvsT1LPS;P.value.adj.T3AlwofvsT2Hpyl;F;F.p.value;Accession
-0.0602947974166667;-0.137146010666667;-0.131655296;-0.197395456333333;0.00549071466666669;-0.0602494456666667;-0.0657401603333334;-1.04333061770903;-1.00156031249205;-1.50167491119935;0.0417703052169764;-0.458344293490324;-0.5001145987073;0.324966329836783;0.343643508832982;0.168635664749767;0.967626321311211;0.6579581677727;0.629420477464386;0.616931689468383;0.658338787302316;0.317784284203443;0.986930293613589;0.856967292780068;0.763097913348912;0.801438039657847;0.52476447335018;P0DPI2
0.022841444;0.080305595;0.0676372786666667;0.0138814943333333;-0.0126683163333333;-0.0664241006666667;-0.0537557843333333;1.95786734972163;1.64901112463571;0.3384337606935;-0.308856225085918;-1.61943358902813;-1.31057736394221;0.0830918523656762;0.134771987644639;0.743074246624128;0.76471136992656;0.141031985559045;0.223597974350107;0.340990768712655;0.427992122925543;0.835514105055837;0.874994116609537;0.453975356205735;0.397069450672104;1.85043166709667;0.210700278236575;A0A1W2PR95
-0.162696038666667;0.0529220323333334;-0.0605311246666666;0.0785576723333334;-0.113453157;0.02563564;0.139088797;0.746325340958671;-0.853631469988111;1.10784826289005;-1.59995681094678;0.361522921931381;1.96147973287816;0.4751877139805;0.416232486174668;0.297665219308032;0.145296824688749;0.726347486654052;0.082616284257127;0.721844212801648;0.718593364454737;0.458948014460717;0.372946715599778;0.892116686569872;0.211605741694004;1.50849655619471;0.279781636069825;A0A494C071
0.024866301;0.0461022293333333;0.0413809756666667;0.004313607;-0.00472125366666666;-0.0417886223333333;-0.0370673686666667;1.03105801315482;0.925469053671825;0.0964721040015955;-0.105588959482999;-0.934585909153228;-0.828996949670229;0.330371604665784;0.379720669414741;0.925335098616416;0.918306991073368;0.375257463106385;0.429301350990633;0.619484540103325;0.688625265433807;0.952004734804193;0.95876553677412;0.690748071775461;0.60471019470209;0.583452709193417;0.64120414344188;A0AVT1
-0.08129220025;0.127538652666667;0.049805737;0.153037190666667;-0.0777329156666667;0.025498538;0.103231453666667;1.64143249934676;0.641003755774222;1.9696006905885;-1.00042874357254;0.328168191241738;1.32859693481427;0.13635145517038;0.538065585804496;0.0815566276145267;0.34416054252613;0.750557950254735;0.217831509356236;0.416873501985532;0.80544932252098;0.196404517397921;0.574279721848335;0.903330201180402;0.391433076457415;1.64303919885033;0.249808944417765;A0FGR8
0.00525677925;-0.352839646333333;-0.279355096666667;-0.241107554666667;0.0734845496666667;0.111732091666667;0.038247542;-1.70471166420639;-1.34967795340458;-1.16488854084229;0.355033710801807;0.5398231233641;0.184789412562293;0.123666171106901;0.211245830000201;0.27506297705123;0.731033467811705;0.60288312764956;0.857637290220271;0.402235989067428;0.52537133481771;0.436923495523957;0.854294690319619;0.825599347158303;0.922050003210508;1.0893738026488;0.403780870761726;P0DOY3
-0.0596731844166667;-0.00428118933333331;0.0597967176666667;-0.019973286;0.064077907;-0.0156920966666667;-0.0797700036666667;-0.0814810545476315;1.13807151111755;-0.380138386637137;1.21955256566518;-0.298657332089505;-1.51820989775469;0.936906249708847;0.285512165748989;0.712972454986608;0.254718991646028;0.77222398978484;0.164489556142633;0.970716889646307;0.599564186184228;0.816228555399705;0.48989869412134;0.911159686691736;0.325895068681918;0.887969512622388;0.484729469779719;A0MZ66
0.0953817113333333;0.194673195333333;0.180283926333333;0.0172930263333333;-0.014389269;-0.177380169;-0.1629909;1.84943588691586;1.71273483554862;0.164287350600504;-0.136701051367236;-1.68514853631536;-1.54844748494812;0.0986385852636105;0.122137510772141;0.873264834490513;0.894383504948291;0.127467518565298;0.157141152753519;0.363640953879375;0.403311218240558;0.917855696333674;0.947791970074506;0.441053254422259;0.316980007700231;1.9394944051357;0.19616472591021;A1L0T0
-0.0583555149166667;0.0904836803333333;0.149618209333333;0.239955077333333;0.059134529;0.149471397;0.0903368680000001;0.492047839145609;0.813619829875348;1.3048693074699;0.321571990729739;0.812821468324288;0.491249477594549;0.634883079611334;0.437600433902353;0.225451272992537;0.755381375638294;0.438034272261461;0.635424995827775;0.834650314374093;0.736736252898289;0.384169926347214;0.871593894967262;0.726141444923318;0.76620712618193;0.60203092449648;0.630383665585724;A2RRP1
0.049104816;-0.295227306666667;-0.110347224333333;-0.516602342333333;0.184880082333333;-0.221375035666667;-0.406255118;-2.16528565457755;-0.809319654638827;-3.78891659313378;1.35596599993873;-1.62363093855623;-2.97959693849495;0.059637916688432;0.439940642805229;0.00457729257863939;0.209314585401015;0.14012785784147;0.0160741033086826;0.290464464700135;0.739351974201875;0.0332679512158842;0.44717206881126;0.453975356205735;0.0802282678415662;5.50869472542398;0.0211248631396428;Q8IYA2
